CustomerID,SubscriptionID,Month,Logins,ActiveUsers,FeatureUsed,APICalls,SessionMinutes
C1101,S5105,2023-05-01,13,4.0,Export,645,243.9
C1101,S5105,2023-06-01,5,2.0,API,803,199.0
C1101,S5105,2023-07-01,5,2.0,Export,1086,97.4
C1101,S5105,2023-08-01,5,2.0,Export,88,332.3
C1101,S5105,2023-09-01,8,2.0,Alerts,1747,314.5
C1101,S5105,2023-10-01,12,9.0,Reports,877,282.7
C1101,S5105,2023-11-01,7,2.0,Dashboard,1380,325.9
C1101,S5105,2023-12-01,9,7.0,Integrations,1277,134.9
C1101,S5105,2024-01-01,7,4.0,Dashboard,1381,205.0
C1101,S5105,2024-02-01,9,4.0,Reports,420,235.8
C1101,S5105,2024-03-01,9,7.0,Alerts,4374,190.6
C1101,S5105,2024-04-01,8,5.0,Dashboard,296,326.3
C1101,S5105,2024-05-01,7,2.0,Integrations,181,293.4
C1101,S5105,2024-06-01,5,3.0,API,689,240.7
C1101,S5105,2024-07-01,7,3.0,Integrations,3,298.1
C1101,S5105,2024-08-01,6,2.0,Integrations,1666,100.9
C1101,S5105,2024-09-01,4,3.0,Export,151,284.8
C1101,S5105,2024-10-01,4,2.0,Alerts,464,180.4
C1101,S5105,2024-11-01,9,2.0,Reports,1367,214.6
C1101,S5105,2024-12-01,3,2.0,API,14,345.0
C1102,S5106,2023-03-01,20,16.0,Integrations,520,244.2
C1102,S5106,2023-04-01,10,3.0,API,1365,254.2
C1102,S5106,2023-05-01,17,10.0,API,1136,356.8
C1102,S5106,2023-06-01,15,8.0,Reports,2235,276.0
C1102,S5106,2023-07-01,8,4.0,Reports,484,205.9
C1102,S5106,2023-08-01,19,10.0,API,648,208.7
C1102,S5106,2023-09-01,19,10.0,Integrations,403,185.1
C1102,S5106,2023-10-01,14,7.0,Export,100,302.7
C1102,S5106,2023-11-01,8,4.0,Dashboard,7237,228.7
C1102,S5106,2023-12-01,8,2.0,Dashboard,2336,139.4
C1102,S5106,2024-01-01,20,10.0,Dashboard,167,305.6
C1102,S5106,2024-02-01,14,6.0,Alerts,543,336.7
C1102,S5106,2024-03-01,13,5.0,API,336,66.6
C1102,S5106,2024-04-01,22,10.0,Alerts,3976,292.2
C1102,S5106,2024-05-01,12,10.0,Reports,582,178.0
C1102,S5106,2024-06-01,14,8.0,Reports,23,233.6
C1102,S5106,2024-07-01,22,10.0,Alerts,1324,41.1
C1102,S5106,2024-08-01,16,10.0,Alerts,1109,340.7
C1102,S5106,2024-09-01,17,14.0,API,1246,339.9
C1102,S5106,2024-10-01,12,9.0,Dashboard,144,265.4
C1102,S5106,2024-11-01,20,8.0,Reports,164,258.5
C1102,S5106,2024-12-01,9,7.0,Reports,1442,227.6
C1103,S5107,2023-07-01,11,3.0,Alerts,1831,268.0
C1103,S5107,2023-08-01,18,16.0,Dashboard,102,208.3
C1103,S5107,2023-09-01,9,4.0,Export,936,341.3
C1103,S5107,2023-10-01,10,7.0,Export,220,144.3
C1103,S5107,2023-11-01,14,5.0,Reports,1301,147.2
C1103,S5107,2023-12-01,9,7.0,Reports,55,96.1
C1103,S5107,2024-01-01,14,6.0,Dashboard,159,321.4
C1103,S5107,2024-02-01,15,11.0,Integrations,264,218.8
C1103,S5107,2024-03-01,9,6.0,Dashboard,722,413.5
C1103,S5107,2024-04-01,12,8.0,API,87,269.9
C1103,S5107,2024-05-01,8,6.0,Integrations,3970,361.5
C1103,S5107,2024-06-01,9,6.0,Alerts,1287,191.5
C1103,S5107,2024-07-01,13,9.0,Export,994,328.8
C1103,S5107,2024-08-01,9,6.0,Integrations,2435,144.1
C1103,S5107,2024-09-01,14,12.0,Export,2136,156.8
C1103,S5107,2024-10-01,12,4.0,Dashboard,889,326.9
C1103,S5107,2024-11-01,12,6.0,Integrations,2058,320.7
C1103,S5107,2024-12-01,7,5.0,API,183,276.3
C1104,S5108,2024-10-01,2,0.0,Integrations,14,257.2
C1104,S5108,2024-11-01,4,1.0,API,1495,233.9
C1104,S5108,2024-12-01,8,5.0,Alerts,1670,240.7
C1105,S5109,2023-01-01,11,4.0,Export,367,262.5
C1105,S5109,2023-02-01,10,5.0,API,570,238.1
C1105,S5109,2023-03-01,10,6.0,Integrations,232,251.8
C1105,S5109,2023-04-01,3,2.0,Integrations,1306,200.8
C1105,S5109,2023-05-01,8,2.0,Reports,1657,300.7
C1105,S5109,2023-06-01,11,3.0,Export,720,259.1
C1105,S5109,2023-07-01,6,3.0,Reports,1306,296.1
C1105,S5109,2023-08-01,13,9.0,Reports,2294,313.1
C1105,S5109,2023-09-01,7,4.0,Export,819,385.4
C1105,S5109,2023-10-01,10,8.0,Reports,4276,360.6
C1105,S5109,2023-11-01,11,5.0,Alerts,43,206.0
C1105,S5109,2023-12-01,10,6.0,Reports,3387,292.5
C1105,S5109,2024-01-01,5,4.0,API,485,231.9
C1105,S5109,2024-02-01,10,6.0,API,129,208.2
C1105,S5109,2024-03-01,9,6.0,Dashboard,855,192.9
C1105,S5109,2024-04-01,10,7.0,API,707,204.3
C1105,S5109,2024-05-01,8,4.0,Alerts,3064,321.5
C1105,S5109,2024-06-01,10,3.0,Export,768,238.0
C1105,S5109,2024-07-01,10,6.0,Alerts,2953,242.4
C1105,S5109,2024-08-01,6,4.0,Dashboard,5313,264.8
C1105,S5109,2024-09-01,8,7.0,Reports,249,140.3
C1105,S5109,2024-10-01,14,8.0,Export,2285,344.8
C1105,S5109,2024-11-01,7,2.0,Export,1749,261.7
C1105,S5109,2024-12-01,11,6.0,Alerts,5316,117.6
C1106,S5110,2024-09-01,4,1.0,Alerts,2533,353.1
C1106,S5110,2024-10-01,7,5.0,Alerts,240,280.6
C1106,S5110,2024-11-01,7,5.0,Alerts,451,156.3
C1106,S5110,2024-12-01,1,0.0,Alerts,2024,272.8
C1107,S5111,2023-12-01,15,5.0,Dashboard,702,254.7
C1107,S5111,2024-01-01,11,4.0,Dashboard,846,150.0
C1107,S5111,2024-02-01,5,3.0,Reports,371,147.6
C1107,S5111,2024-03-01,12,5.0,Reports,1091,114.3
C1107,S5111,2024-04-01,13,10.0,API,1989,232.6
C1107,S5111,2024-05-01,11,7.0,API,245,271.9
C1107,S5111,2024-06-01,8,6.0,Dashboard,174,171.0
C1107,S5111,2024-07-01,9,7.0,Integrations,496,104.8
C1107,S5111,2024-08-01,14,5.0,Reports,1587,0.0
C1107,S5111,2024-09-01,9,4.0,Integrations,197,185.7
C1107,S5111,2024-10-01,10,7.0,Integrations,75,0.0
C1107,S5111,2024-11-01,6,2.0,API,935,0.0
C1107,S5111,2024-12-01,8,3.0,API,849,36.9
C1108,S5112,2023-01-01,17,7.0,Reports,1315,178.6
C1108,S5112,2023-02-01,13,9.0,Integrations,55,210.2
C1108,S5112,2023-03-01,16,12.0,Alerts,233,339.3
C1108,S5112,2023-04-01,8,4.0,API,199,220.9
C1108,S5112,2023-05-01,13,10.0,Dashboard,1028,414.7
C1108,S5112,2023-06-01,20,17.0,Export,548,321.3
C1108,S5112,2023-07-01,16,9.0,Reports,761,134.1
C1108,S5112,2023-08-01,17,11.0,API,1197,149.5
C1108,S5112,2023-09-01,11,5.0,Dashboard,1000,254.1
C1108,S5112,2023-10-01,16,11.0,Export,1025,339.6
C1108,S5112,2023-11-01,13,8.0,Export,1086,265.3
C1108,S5112,2023-12-01,12,5.0,Integrations,246,267.9
C1108,S5112,2024-01-01,15,13.0,Reports,1315,276.7
C1108,S5112,2024-02-01,12,5.0,Dashboard,57,339.5
C1108,S5112,2024-03-01,14,7.0,Export,200,247.7
C1108,S5112,2024-04-01,11,3.0,Alerts,993,363.5
C1108,S5112,2024-05-01,14,9.0,API,374,234.9
C1108,S5112,2024-06-01,12,4.0,Export,316,26.8
C1108,S5112,2024-07-01,16,11.0,Dashboard,158,350.0
C1108,S5112,2024-08-01,13,8.0,Dashboard,15,167.4
C1108,S5112,2024-09-01,6,3.0,Integrations,175,200.1
C1108,S5112,2024-10-01,12,6.0,Reports,1040,304.1
C1108,S5112,2024-11-01,9,7.0,Dashboard,301,245.7
C1108,S5112,2024-12-01,13,11.0,Dashboard,1181,102.5
C1109,S5113,2023-02-01,17,10.0,Alerts,165,195.3
C1109,S5113,2023-03-01,15,12.0,Alerts,1503,258.1
C1109,S5113,2023-04-01,14,9.0,Export,311,312.5
C1109,S5113,2023-05-01,11,5.0,Integrations,817,0.0
C1109,S5113,2023-06-01,13,6.0,Export,362,279.7
C1109,S5113,2023-07-01,20,12.0,Export,219,193.1
C1109,S5113,2023-08-01,15,6.0,Integrations,304,173.0
C1109,S5113,2023-09-01,14,11.0,Dashboard,938,276.8
C1109,S5113,2023-10-01,20,14.0,Integrations,749,310.6
C1109,S5113,2023-11-01,20,6.0,API,533,180.0
C1109,S5113,2023-12-01,15,5.0,Alerts,548,286.1
C1109,S5113,2024-01-01,20,11.0,Integrations,1295,246.8
C1109,S5113,2024-02-01,20,9.0,Alerts,91,164.7
C1109,S5113,2024-03-01,22,6.0,API,970,402.2
C1109,S5113,2024-04-01,19,6.0,Integrations,1345,304.6
C1109,S5113,2024-05-01,18,10.0,API,2857,256.2
C1109,S5113,2024-06-01,20,10.0,Alerts,1484,202.3
C1109,S5113,2024-07-01,22,12.0,Reports,4200,324.5
C1109,S5113,2024-08-01,19,15.0,Integrations,664,112.5
C1109,S5113,2024-09-01,19,14.0,Reports,118,140.4
C1109,S5113,2024-10-01,14,10.0,Alerts,306,374.6
C1109,S5113,2024-11-01,15,10.0,Reports,2030,166.2
C1109,S5113,2024-12-01,15,9.0,Export,361,292.2
C1110,S5114,2024-07-01,17,6.0,Reports,1926,309.1
C1110,S5114,2024-08-01,9,6.0,Alerts,3974,392.0
C1110,S5114,2024-09-01,12,9.0,Alerts,638,230.6
C1110,S5114,2024-10-01,10,8.0,Dashboard,839,137.2
C1110,S5114,2024-11-01,11,4.0,Reports,237,450.4
C1110,S5114,2024-12-01,11,4.0,Reports,341,284.5
C1111,S5115,2024-06-01,16,12.0,Alerts,796,295.1
C1111,S5115,2024-07-01,19,13.0,Export,110,244.2
C1111,S5115,2024-08-01,9,5.0,Reports,4447,169.7
C1111,S5115,2024-09-01,17,6.0,Export,4714,328.5
C1111,S5115,2024-10-01,9,6.0,Dashboard,1508,386.1
C1111,S5115,2024-11-01,11,6.0,Dashboard,307,314.8
C1111,S5115,2024-12-01,16,9.0,Export,1472,317.2
C1112,S5116,2023-07-01,23,17.0,Reports,270,239.2
C1112,S5116,2023-08-01,22,6.0,Alerts,1828,333.7
C1112,S5116,2023-09-01,19,15.0,Export,1485,52.7
C1112,S5116,2023-10-01,15,13.0,Export,648,220.7
C1112,S5116,2023-11-01,11,4.0,Reports,94,126.9
C1112,S5116,2023-12-01,14,10.0,Alerts,306,72.9
C1112,S5116,2024-01-01,15,5.0,Alerts,2787,0.0
C1112,S5116,2024-02-01,13,4.0,Reports,856,118.0
C1112,S5116,2024-03-01,7,5.0,Integrations,275,152.4
C1112,S5116,2024-04-01,8,5.0,Alerts,24,0.0
C1112,S5116,2024-05-01,10,8.0,Integrations,823,112.2
C1112,S5116,2024-06-01,14,10.0,Dashboard,1012,114.8
C1112,S5116,2024-07-01,5,2.0,Dashboard,1270,107.5
C1112,S5116,2024-08-01,6,5.0,Integrations,609,234.35
C1112,S5116,2024-09-01,9,3.0,Export,109,9.9
C1112,S5116,2024-10-01,6,3.0,Export,243,201.2
C1113,S5117,2024-09-01,15,10.0,Dashboard,1197,199.7
C1113,S5117,2024-10-01,15,9.0,Reports,2916,132.4
C1113,S5117,2024-11-01,25,22.0,Export,863,218.0
C1113,S5117,2024-12-01,20,17.0,Reports,965,348.2
C1114,S5118,2024-11-01,19,10.0,Alerts,5691,353.4
C1114,S5118,2024-12-01,24,17.0,Export,1561,358.5
C1115,S5119,2024-09-01,11,3.0,Dashboard,975,335.4
C1115,S5119,2024-10-01,7,2.0,Reports,2108,289.7
C1115,S5119,2024-11-01,10,4.0,Reports,755,229.3
C1115,S5119,2024-12-01,4,2.0,Export,433,65.1
C1116,S5120,2024-12-01,3,2.0,Reports,1626,206.0
C1117,S5121,2024-01-01,9,7.0,Integrations,968,446.9
C1117,S5121,2024-02-01,9,6.0,Integrations,413,233.5
C1117,S5121,2024-03-01,3,2.0,API,130,158.7
C1118,S5122,2024-07-01,3,1.0,Integrations,939,97.6
C1118,S5122,2024-08-01,9,4.0,Alerts,489,377.4
C1118,S5122,2024-09-01,3,1.0,Reports,597,259.5
C1118,S5122,2024-10-01,1,0.0,Integrations,437,129.6
C1118,S5122,2024-11-01,8,3.0,Export,203,243.8
C1118,S5122,2024-12-01,1,0.0,Reports,67,186.9
C1119,S5123,2023-07-01,11,3.0,Integrations,4766,334.4
C1119,S5123,2023-08-01,8,4.0,Integrations,3705,219.4
C1119,S5123,2023-09-01,8,5.0,Reports,1427,344.0
C1119,S5123,2023-10-01,5,2.0,Export,37,96.5
C1119,S5123,2023-11-01,5,3.0,API,3507,172.2
C1119,S5123,2023-12-01,9,3.0,Reports,4534,182.5
C1119,S5123,2024-01-01,6,4.0,API,615,227.6
C1119,S5123,2024-02-01,7,5.0,Dashboard,2437,368.1
C1119,S5123,2024-03-01,8,5.0,Export,345,169.6
C1119,S5123,2024-04-01,7,5.0,Integrations,1703,183.9
C1119,S5123,2024-05-01,10,6.0,Integrations,871,286.0
C1119,S5123,2024-06-01,9,3.0,API,90,360.0
C1119,S5123,2024-07-01,11,3.0,Dashboard,955,226.2
C1119,S5123,2024-08-01,12,10.0,Alerts,2406,217.5
C1119,S5123,2024-09-01,9,8.0,Alerts,666,242.4
C1119,S5123,2024-10-01,7,3.0,API,436,184.1
C1119,S5123,2024-11-01,3,2.0,Alerts,2923,211.5
C1119,S5123,2024-12-01,8,4.0,Integrations,148,439.9
C1120,S5124,2024-06-01,5,3.0,API,326,332.4
C1120,S5124,2024-07-01,6,5.0,Dashboard,750,230.7
C1120,S5124,2024-08-01,6,4.0,Reports,1616,334.4
C1120,S5124,2024-09-01,14,9.0,Reports,631,335.3
C1120,S5124,2024-10-01,4,2.0,Dashboard,719,238.6
C1120,S5124,2024-11-01,9,2.0,Alerts,1188,277.4
C1120,S5124,2024-12-01,9,6.0,Export,1663,342.6
C1121,S5125,2023-04-01,21,6.0,Export,1094,370.3
C1121,S5125,2023-05-01,20,10.0,Export,2075,203.6
C1121,S5125,2023-06-01,15,11.0,API,135,266.3
C1121,S5125,2023-07-01,12,7.0,Reports,68,239.0
C1121,S5125,2023-08-01,22,16.0,API,239,204.0
C1121,S5125,2023-09-01,22,16.0,Reports,464,328.7
C1121,S5125,2023-10-01,16,6.0,Alerts,4131,251.2
C1121,S5125,2023-11-01,16,12.0,Dashboard,19,353.9
C1121,S5125,2023-12-01,18,13.0,API,201,293.7
C1121,S5125,2024-01-01,13,9.0,Export,860,165.1
C1121,S5125,2024-02-01,20,8.0,Alerts,278,197.1
C1121,S5125,2024-03-01,15,8.0,Integrations,1513,472.6
C1121,S5125,2024-04-01,10,7.0,API,1175,187.9
C1121,S5125,2024-05-01,27,5.0,Reports,182,337.0
C1121,S5125,2024-06-01,20,7.0,Alerts,306,279.2
C1121,S5125,2024-07-01,14,6.0,API,782,231.6
C1121,S5125,2024-08-01,22,7.0,Reports,1518,249.3
C1121,S5125,2024-09-01,16,14.0,API,42,266.7
C1121,S5125,2024-10-01,17,6.0,API,622,323.0
C1121,S5125,2024-11-01,12,8.0,Reports,603,178.9
C1121,S5125,2024-12-01,13,8.0,Export,282,197.3
C1122,S5126,2024-04-01,10,6.0,Dashboard,1293,369.2
C1122,S5126,2024-05-01,7,5.0,API,1358,242.1
C1122,S5126,2024-06-01,5,2.0,Reports,6047,171.1
C1122,S5126,2024-07-01,6,3.0,Dashboard,529,101.2
C1122,S5126,2024-08-01,7,2.0,Integrations,187,150.1
C1122,S5126,2024-09-01,7,3.0,Export,1023,181.1
C1122,S5126,2024-10-01,5,3.0,API,748,0.0
C1122,S5126,2024-11-01,4,2.0,Integrations,310,101.9
C1123,S5127,2024-05-01,16,12.0,Reports,92,264.9
C1123,S5127,2024-06-01,11,4.0,Alerts,820,278.9
C1123,S5127,2024-07-01,13,7.0,Export,1277,85.7
C1123,S5127,2024-08-01,9,6.0,Alerts,1818,339.0
C1123,S5127,2024-09-01,14,9.0,Dashboard,2968,357.1
C1123,S5127,2024-10-01,17,11.0,Alerts,995,305.2
C1123,S5127,2024-11-01,12,8.0,Alerts,223,337.3
C1123,S5127,2024-12-01,11,7.0,API,455,277.7
C1124,S5128,2024-08-01,4,1.0,Export,3446,407.8
C1124,S5128,2024-09-01,7,5.0,Alerts,1487,246.6
C1124,S5128,2024-10-01,3,1.0,Integrations,61,164.6
C1124,S5128,2024-11-01,7,4.0,Dashboard,148,402.2
C1124,S5128,2024-12-01,6,5.0,Reports,153,332.1
C1125,S5129,2023-06-01,16,9.0,Export,2380,162.1
C1125,S5129,2023-07-01,18,13.0,Export,1585,269.8
C1125,S5129,2023-08-01,16,12.0,Integrations,2602,12.2
C1125,S5129,2023-09-01,20,13.0,API,1068,240.6
C1125,S5129,2023-10-01,15,7.0,Dashboard,278,150.9
C1125,S5129,2023-11-01,17,5.0,API,332,119.9
C1125,S5129,2023-12-01,14,11.0,Export,58,279.3
C1125,S5129,2024-01-01,12,5.0,Reports,1037,125.8
C1125,S5129,2024-02-01,11,6.0,API,79,147.5
C1125,S5129,2024-03-01,10,7.0,Integrations,1341,129.2
C1125,S5129,2024-04-01,8,3.0,Integrations,127,92.0
C1125,S5129,2024-05-01,7,4.0,Export,1528,130.5
C1125,S5129,2024-06-01,4,1.0,Reports,248,3.3
C1125,S5129,2024-07-01,3,1.0,Integrations,146,75.1
C1126,S5130,2023-10-01,10,8.0,Export,1033,502.0
C1126,S5130,2023-11-01,13,8.0,Alerts,865,37.7
C1126,S5130,2023-12-01,13,5.0,Reports,2934,310.7
C1126,S5130,2024-01-01,16,7.0,API,2630,299.2
C1126,S5130,2024-02-01,12,9.0,Alerts,300,212.1
C1126,S5130,2024-03-01,16,8.0,Integrations,807,274.4
C1126,S5130,2024-04-01,11,5.0,API,55,384.0
C1126,S5130,2024-05-01,12,7.0,API,918,218.8
C1126,S5130,2024-06-01,9,7.0,Export,423,307.6
C1126,S5130,2024-07-01,13,11.0,Dashboard,1660,132.9
C1126,S5130,2024-08-01,6,3.0,Integrations,1278,153.5
C1126,S5130,2024-09-01,19,17.0,Dashboard,106,383.0
C1126,S5130,2024-10-01,11,8.0,API,666,201.9
C1126,S5130,2024-11-01,21,16.0,Alerts,71,241.0
C1126,S5130,2024-12-01,16,12.0,Export,5174,368.6
C1127,S5131,2024-03-01,17,7.0,Dashboard,76,198.2
C1127,S5131,2024-04-01,22,7.0,Integrations,4939,314.3
C1127,S5131,2024-05-01,22,15.0,Integrations,617,127.1
C1127,S5131,2024-06-01,16,9.0,Export,1643,145.4
C1127,S5131,2024-07-01,18,6.0,Integrations,249,156.4
C1127,S5131,2024-08-01,14,6.0,Reports,1449,178.2
C1127,S5131,2024-09-01,13,5.0,Dashboard,43,441.1
C1127,S5131,2024-10-01,19,11.0,Alerts,1659,238.8
C1127,S5131,2024-11-01,17,15.0,Integrations,3291,378.5
C1127,S5131,2024-12-01,15,10.0,Reports,3937,233.2
C1128,S5132,2023-09-01,12,8.0,Export,260,209.5
C1128,S5132,2023-10-01,30,9.0,API,531,354.5
C1128,S5132,2023-11-01,28,12.0,Alerts,1681,136.8
C1128,S5132,2023-12-01,17,9.0,Export,1931,96.7
C1128,S5132,2024-01-01,22,18.0,Alerts,7664,280.9
C1128,S5132,2024-02-01,13,9.0,API,971,171.9
C1128,S5132,2024-03-01,24,18.0,Export,1135,311.4
C1128,S5132,2024-04-01,23,16.0,Dashboard,2056,290.3
C1128,S5132,2024-05-01,14,7.0,API,139,267.0
C1128,S5132,2024-06-01,26,8.0,Dashboard,914,98.4
C1128,S5132,2024-07-01,20,6.0,Export,2506,184.6
C1128,S5132,2024-08-01,23,17.0,Dashboard,4788,381.4
C1128,S5132,2024-09-01,10,3.0,Alerts,207,331.4
C1128,S5132,2024-10-01,16,7.0,Export,3596,202.1
C1128,S5132,2024-11-01,25,22.0,Dashboard,942,232.3
C1128,S5132,2024-12-01,22,18.0,API,69,313.0
C1129,S5133,2024-05-01,12,6.0,Alerts,283,412.9
C1129,S5133,2024-06-01,8,3.0,API,224,389.4
C1129,S5133,2024-07-01,11,9.0,API,312,144.7
C1129,S5133,2024-08-01,8,4.0,Reports,31,200.3
C1129,S5133,2024-09-01,7,4.0,API,16,109.6
C1129,S5133,2024-10-01,5,2.0,Alerts,1862,284.9
C1129,S5133,2024-11-01,4,3.0,Reports,796,0.0
C1129,S5133,2024-12-01,2,1.0,Dashboard,318,175.5
C1130,S5134,2024-03-01,17,6.0,Dashboard,1572,391.4
C1130,S5134,2024-04-01,17,11.0,Dashboard,799,240.0
C1130,S5134,2024-05-01,14,4.0,Alerts,294,261.8
C1130,S5134,2024-06-01,23,9.0,Integrations,3326,283.5
C1130,S5134,2024-07-01,21,18.0,Dashboard,1024,253.1
C1130,S5134,2024-08-01,17,10.0,Reports,2317,284.0
C1130,S5134,2024-09-01,17,11.0,Dashboard,504,230.8
C1130,S5134,2024-10-01,13,9.0,Reports,1017,232.6
C1130,S5134,2024-11-01,20,15.0,Dashboard,2409,230.9
C1130,S5134,2024-12-01,22,15.0,Integrations,5203,210.7
C1131,S5135,2023-05-01,5,4.0,Export,3628,132.0
C1131,S5135,2023-06-01,4,2.0,Integrations,1113,284.9
C1131,S5135,2023-07-01,3,1.0,Integrations,963,210.7
C1131,S5135,2023-08-01,6,1.0,Alerts,826,162.4
C1131,S5135,2023-09-01,7,4.0,Integrations,919,69.4
C1131,S5135,2023-10-01,6,5.0,Integrations,423,148.5
C1131,S5135,2023-11-01,3,1.0,Alerts,1102,208.1
C1131,S5135,2023-12-01,6,4.0,API,3436,69.9
C1131,S5135,2024-01-01,3,1.0,API,7,205.5
C1131,S5135,2024-02-01,6,3.0,Integrations,121,200.0
C1131,S5135,2024-03-01,1,0.0,API,1778,192.3
C1131,S5135,2024-04-01,0,0.0,Dashboard,259,201.8
C1131,S5135,2024-05-01,3,2.0,Export,2517,20.9
C1131,S5135,2024-06-01,0,0.0,Reports,321,18.0
C1131,S5136,2024-06-01,8,4.0,Alerts,622,333.3
C1131,S5136,2024-07-01,9,5.0,API,2516,311.1
C1131,S5136,2024-08-01,11,7.0,Integrations,50,493.9
C1131,S5136,2024-09-01,14,4.0,Reports,711,320.2
C1131,S5136,2024-10-01,14,6.0,Export,544,125.3
C1131,S5136,2024-11-01,8,5.0,Export,282,303.1
C1131,S5136,2024-12-01,12,6.0,API,961,134.2
C1132,S5137,2023-12-01,1,0.0,Reports,266,319.1
C1132,S5137,2024-01-01,2,0.0,API,3174,303.2
C1132,S5137,2024-02-01,6,5.0,Reports,21,265.8
C1132,S5137,2024-03-01,1,0.0,Export,2082,194.2
C1132,S5137,2024-04-01,6,2.0,API,380,70.6
C1132,S5137,2024-05-01,4,3.0,Dashboard,882,80.2
C1132,S5137,2024-06-01,3,1.0,Export,722,137.3
C1132,S5137,2024-07-01,3,0.0,Alerts,10,127.0
C1132,S5137,2024-08-01,5,2.0,Reports,550,364.5
C1132,S5137,2024-09-01,0,0.0,Integrations,415,40.4
C1132,S5137,2024-10-01,2,0.0,Alerts,544,156.1
C1132,S5137,2024-11-01,1,0.0,Alerts,271,14.4
C1132,S5137,2024-12-01,3,1.0,Dashboard,5,94.3
C1134,S5140,2023-01-01,18,8.0,Integrations,174,214.2
C1134,S5140,2023-02-01,16,6.0,Dashboard,1880,186.4
C1134,S5140,2023-03-01,23,11.0,Export,1760,205.5
C1134,S5140,2023-04-01,17,10.0,Reports,88,143.7
C1134,S5140,2023-05-01,19,16.0,Reports,1143,240.9
C1134,S5140,2023-06-01,19,7.0,Export,1984,120.3
C1134,S5140,2023-07-01,18,12.0,Alerts,336,242.25
C1134,S5140,2023-08-01,17,5.0,Reports,818,197.8
C1134,S5140,2023-09-01,25,8.0,Reports,721,205.0
C1134,S5140,2023-10-01,7,5.0,Dashboard,504,313.2
C1134,S5140,2023-11-01,16,12.0,Dashboard,3980,309.5
C1134,S5140,2023-12-01,13,3.0,Integrations,799,269.1
C1134,S5140,2024-01-01,17,8.0,Reports,818,386.1
C1134,S5140,2024-02-01,18,7.0,API,3014,263.1
C1134,S5140,2024-03-01,25,21.0,Integrations,1889,417.0
C1134,S5140,2024-04-01,21,9.0,Alerts,150,450.1
C1134,S5140,2024-05-01,15,6.0,Reports,1091,237.2
C1134,S5140,2024-06-01,20,9.0,Reports,1593,109.9
C1134,S5140,2024-07-01,26,14.0,Export,1018,259.0
C1134,S5140,2024-08-01,20,8.0,Alerts,1029,201.9
C1134,S5140,2024-09-01,20,8.0,Reports,3115,183.8
C1134,S5140,2024-10-01,24,14.0,Dashboard,21,273.6
C1134,S5140,2024-11-01,25,21.0,Dashboard,227,257.8
C1134,S5140,2024-12-01,14,4.0,Dashboard,3827,225.2
C1135,S5141,2023-11-01,12,9.0,Alerts,584,246.4
C1135,S5141,2023-12-01,15,11.0,Alerts,2686,297.7
C1135,S5141,2024-01-01,12,8.0,Reports,235,93.7
C1135,S5141,2024-02-01,3,1.0,Alerts,618,77.1
C1135,S5141,2024-03-01,15,5.0,Alerts,2413,249.8
C1135,S5141,2024-04-01,15,8.0,Alerts,541,190.1
C1135,S5141,2024-05-01,14,11.0,Dashboard,1898,256.6
C1135,S5141,2024-06-01,9,5.0,Alerts,619,315.7
C1135,S5141,2024-07-01,12,9.0,Reports,1198,216.2
C1135,S5141,2024-08-01,9,7.0,API,581,200.3
C1135,S5141,2024-09-01,12,9.0,Reports,1306,457.4
C1135,S5141,2024-10-01,11,4.0,Integrations,2375,170.6
C1135,S5141,2024-11-01,9,3.0,Alerts,2051,186.9
C1135,S5141,2024-12-01,11,5.0,Dashboard,997,317.3
C1136,S5142,2024-04-01,5,3.0,Integrations,1489,140.9
C1136,S5142,2024-05-01,5,1.0,Reports,556,199.5
C1136,S5142,2024-06-01,5,3.0,API,187,277.2
C1136,S5142,2024-07-01,3,1.0,Reports,758,286.5
C1136,S5142,2024-08-01,7,2.0,Alerts,1163,173.6
C1136,S5142,2024-09-01,3,2.0,Alerts,1163,323.1
C1136,S5142,2024-10-01,9,6.0,Alerts,3802,331.9
C1136,S5142,2024-11-01,8,6.0,Alerts,925,288.1
C1136,S5142,2024-12-01,2,1.0,API,2923,186.6
C1137,S5143,2023-08-01,16,9.0,Alerts,1207,254.4
C1137,S5143,2023-09-01,20,10.0,API,1494,144.1
C1137,S5143,2023-10-01,17,10.0,Integrations,1360,163.1
C1137,S5143,2023-11-01,16,12.0,Reports,439,281.5
C1137,S5143,2023-12-01,20,9.0,Export,154,190.1
C1137,S5143,2024-01-01,8,4.0,Dashboard,1621,125.3
C1137,S5143,2024-02-01,7,5.0,Alerts,455,95.5
C1137,S5143,2024-03-01,6,3.0,Integrations,1531,112.6
C1138,S5144,2024-10-01,21,10.0,Alerts,3162,267.1
C1138,S5144,2024-11-01,15,9.0,Dashboard,382,259.3
C1138,S5144,2024-12-01,14,6.0,Dashboard,368,74.9
C1139,S5145,2023-07-01,15,7.0,Integrations,2051,225.7
C1139,S5145,2023-08-01,11,3.0,API,2691,226.6
C1139,S5145,2023-09-01,6,2.0,API,5514,274.4
C1139,S5145,2023-10-01,18,7.0,Reports,1224,319.9
C1139,S5145,2023-11-01,19,14.0,Dashboard,1034,177.4
C1139,S5145,2023-12-01,9,8.0,Dashboard,1224,327.3
C1139,S5145,2024-01-01,17,6.0,API,4262,248.5
C1139,S5145,2024-02-01,4,2.0,API,1672,289.3
C1139,S5145,2024-03-01,8,3.0,API,1366,286.1
