CustomerID,MRR,HighValueFlag,Logins,ActiveUsers,APICalls,SessionMinutes,AtRiskFlag
C1369,2098.6,High Value,39.0,13.5,1702.0,386.6,At Risk
C1370,658.68,Standard,117.0,4.0,20215.0,3369.5,Not At Risk
C1371,262.68,Standard,213.0,7.6,11450.0,3404.2,Not At Risk
C1372,294.52,Standard,135.0,11.333333333333334,10411.0,1409.4,Not At Risk
C1373,60.76,Standard,259.0,9.0625,17279.0,3595.6,Not At Risk
C1374,778.44,High Value,182.0,6.846153846153846,16074.0,2841.3,Not At Risk
C1375,68.6,Standard,65.0,1.4545454545454546,14998.0,4614.0,At Risk
C1376,310.44,Standard,390.0,12.473684210526315,18075.0,4472.3,Not At Risk
C1377,698.6,Standard,61.0,4.666666666666667,5568.0,918.5,At Risk
C1378,383.20000000000005,Standard,23.0,0.5,12094.0,2126.9,At Risk
C1379,60.76,Standard,153.0,8.272727272727273,17385.0,2762.1,Not At Risk
C1380,1618.92,High Value,98.0,8.0,4795.0,1041.8,At Risk
C1381,2218.52,High Value,122.0,3.75,19174.0,3539.7,At Risk
C1382,68.6,Standard,57.0,10.25,2293.0,824.7,At Risk
C1383,92.12,Standard,15.0,1.4,4430.0,1196.4,At Risk
C1384,2098.6,High Value,61.0,7.4,10271.0,1455.2,At Risk
C1385,2218.52,High Value,3.0,0.5,3759.0,155.89999999999998,At Risk
C1386,72.52,Standard,383.0,8.416666666666666,37376.0,6491.4,Not At Risk
C1387,310.44,Standard,198.0,12.0,8754.0,2195.05,Not At Risk
C1388,310.44,Standard,205.0,5.526315789473684,19246.0,4486.2,Not At Risk
C1389,738.52,High Value,137.0,5.5,14494.0,2479.7,Not At Risk
C1390,278.6,Standard,18.0,0.5,2927.0,1417.5,At Risk
C1391,68.6,Standard,30.0,0.9285714285714286,17849.0,3522.9,At Risk
C1392,64.68,Standard,390.0,11.380952380952381,20619.0,4813.3,Not At Risk
C1393,278.6,Standard,335.0,12.2,12121.0,3897.7,Not At Risk
C1394,278.6,Standard,269.0,7.15,21963.0,4565.3,Not At Risk
C1395,3177.88,High Value,24.0,7.5,1661.0,515.4,At Risk
C1396,326.36,Standard,67.0,4.428571428571429,4077.0,1243.5,At Risk
C1397,938.12,High Value,13.0,8.0,16.0,317.7,At Risk
C1398,326.36,Standard,41.0,1.25,9588.0,1926.9,At Risk
C1399,658.68,Standard,82.0,5.4,6783.0,1484.0,At Risk
C1400,294.52,Standard,32.0,7.0,5950.0,891.9,At Risk
C1401,342.28,Standard,27.0,1.0,3975.0,2021.3,At Risk
C1402,262.68,Standard,13.0,10.0,849.0,74.1,At Risk
C1403,278.6,Standard,81.0,11.6,4055.0,1043.2,At Risk
C1404,778.44,High Value,97.0,6.2,21353.0,2800.1,Not At Risk
C1405,246.76,Standard,40.0,2.888888888888889,5040.0,1807.8,At Risk
C1406,278.6,Standard,56.0,3.111111111111111,6046.0,2000.8,At Risk
C1407,738.52,High Value,58.0,12.333333333333334,5500.0,712.9,At Risk
C1408,68.6,Standard,115.0,4.2,18026.0,3963.7,Not At Risk
C1409,68.6,Standard,77.0,4.6,6868.0,1414.0,At Risk
C1410,326.36,Standard,62.0,7.4,1973.0,835.7,At Risk
C1411,262.68,Standard,,,,,Not At Risk
C1412,2534.8,High Value,38.0,2.375,6903.0,1135.95,At Risk
C1413,246.76,Standard,113.0,3.5625,20979.0,3694.6,Not At Risk
C1414,326.36,Standard,78.0,7.166666666666667,4052.0,1057.6,At Risk
C1415,778.44,High Value,92.0,4.636363636363637,16485.0,2493.7,Not At Risk
C1416,658.68,Standard,410.0,8.5,34294.0,6123.9,Not At Risk
C1417,326.36,Standard,15.0,2.5,4770.0,308.5,At Risk
C1418,326.36,Standard,96.0,4.230769230769231,16747.0,3229.35,Not At Risk
C1419,294.52,Standard,33.0,11.0,2478.0,372.9,At Risk
C1420,278.6,Standard,120.0,2.6818181818181817,24182.0,4839.6,Not At Risk
