RiskRank,CustomerID,Status,TotalMRR,AvgLogins,TicketCount,AvgResolutionHours,StatusRisk,LowLoginRisk,HighTicketRisk,SlowResolutionRisk,RiskScore,RiskLevel
306,C1234,Active,68.6,21.85,4.0,38.875,0,0,1,0,1,Low Risk
307,C1321,Active,68.6,11.6,5.0,29.96,0,0,1,0,1,Low Risk
308,C1353,Active,68.6,0.0,2.0,39.5,0,1,0,0,1,Low Risk
309,C1409,Churned,68.6,7.7,2.0,6.1,1,0,0,0,1,Low Risk
310,C1058,Churned,64.68,9.0,1.0,4.0,1,0,0,0,1,Low Risk
311,C1070,Active,64.68,0.0,3.0,11.933333333333332,0,1,0,0,1,Low Risk
312,C1200,Active,60.76,10.5,3.0,55.199999999999996,0,0,0,1,1,Low Risk
313,C1291,Active,60.76,19.0,4.0,17.35,0,0,1,0,1,Low Risk
314,C1360,Active,60.76,6.2,2.0,51.7,0,0,0,1,1,Low Risk
315,C1373,Active,60.76,16.1875,1.0,60.5,0,0,0,1,1,Low Risk
316,C1379,Active,60.76,13.909090909090908,6.0,25.849999999999998,0,0,1,0,1,Low Risk
317,C1134,Active,56.84,18.875,6.0,40.15,0,0,1,0,1,Low Risk
318,C1175,Active,56.84,5.15,7.0,41.521428571428565,0,0,1,0,1,Low Risk
319,C1315,Paused,52.92,15.333333333333334,1.0,26.9,1,0,0,0,1,Low Risk
320,C1144,Active,2698.2,18.0,3.0,32.23333333333333,0,0,0,0,0,Low Risk
321,C1030,Active,2458.36,18.857142857142858,2.0,37.099999999999994,0,0,0,0,0,Low Risk
322,C1349,Active,2458.36,7.0,3.0,40.833333333333336,0,0,0,0,0,Low Risk
323,C1166,Active,2338.44,6.2,3.0,35.03333333333333,0,0,0,0,0,Low Risk
324,C1156,Active,2218.52,8.5,2.0,5.85,0,0,0,0,0,Low Risk
325,C1100,Active,2098.6,16.5,2.0,37.6,0,0,0,0,0,Low Risk
326,C1155,Active,2098.6,6.0625,3.0,40.46666666666667,0,0,0,0,0,Low Risk
327,C1345,Active,2098.6,23.636363636363637,2.0,11.8,0,0,0,0,0,Low Risk
328,C1384,Active,2098.6,12.2,3.0,13.9,0,0,0,0,0,Low Risk
329,C1284,Active,1978.68,23.0,3.0,40.96666666666667,0,0,0,0,0,Low Risk
330,C1094,Active,1858.76,17.136363636363637,2.0,25.799999999999997,0,0,0,0,0,Low Risk
331,C1121,Active,1858.76,17.19047619047619,3.0,32.800000000000004,0,0,0,0,0,Low Risk
332,C1006,Active,1618.92,21.5,3.0,27.033333333333335,0,0,0,0,0,Low Risk
333,C1288,Active,1618.92,16.25,1.0,16.5,0,0,0,0,0,Low Risk
334,C1230,Active,1009.04,5.117647058823529,3.0,21.233333333333334,0,0,0,0,0,Low Risk
335,C1397,Active,938.12,13.0,3.0,23.433333333333337,0,0,0,0,0,Low Risk
336,C1203,Active,858.28,12.0,2.0,32.05,0,0,0,0,0,Low Risk
337,C1008,Active,818.36,14.090909090909092,2.0,36.3,0,0,0,0,0,Low Risk
338,C1054,Active,818.36,7.0,3.0,40.5,0,0,0,0,0,Low Risk
339,C1098,Active,818.36,8.666666666666666,3.0,30.46666666666667,0,0,0,0,0,Low Risk
340,C1184,Active,818.36,9.142857142857142,2.0,15.549999999999999,0,0,0,0,0,Low Risk
341,C1251,Active,818.36,7.863636363636363,3.0,42.56666666666666,0,0,0,0,0,Low Risk
342,C1259,Active,778.44,21.666666666666668,1.0,27.6,0,0,0,0,0,Low Risk
343,C1365,Active,778.44,20.142857142857142,1.0,38.7,0,0,0,0,0,Low Risk
344,C1374,Active,778.44,14.0,3.0,44.56666666666666,0,0,0,0,0,Low Risk
345,C1415,Active,778.44,8.363636363636363,3.0,33.233333333333334,0,0,0,0,0,Low Risk
346,C1186,Active,738.52,6.933333333333334,3.0,14.299999999999999,0,0,0,0,0,Low Risk
347,C1248,Active,738.52,13.11111111111111,2.0,30.099999999999998,0,0,0,0,0,Low Risk
348,C1389,Active,738.52,11.416666666666666,2.0,32.65,0,0,0,0,0,Low Risk
349,C1407,Active,738.52,19.333333333333332,2.0,17.65,0,0,0,0,0,Low Risk
350,C1105,Active,698.6,9.083333333333334,2.0,32.0,0,0,0,0,0,Low Risk
351,C1007,Active,658.68,5.318181818181818,2.0,16.35,0,0,0,0,0,Low Risk
352,C1059,Active,658.68,18.833333333333332,2.0,24.700000000000003,0,0,0,0,0,Low Risk
353,C1336,Active,658.68,7.105263157894737,1.0,8.1,0,0,0,0,0,Low Risk
354,C1361,Active,658.68,19.0,1.0,24.1,0,0,0,0,0,Low Risk
355,C1370,Active,658.68,8.357142857142858,2.0,34.75,0,0,0,0,0,Low Risk
356,C1153,Active,618.76,6.0,1.0,12.7,0,0,0,0,0,Low Risk
357,C1332,Active,618.76,23.5,1.0,29.1,0,0,0,0,0,Low Risk
358,C1348,Active,618.76,6.5,3.0,24.0,0,0,0,0,0,Low Risk
359,C1356,Active,618.76,8.272727272727273,2.0,24.95,0,0,0,0,0,Low Risk
360,C1187,Active,578.84,20.9,2.0,34.4,0,0,0,0,0,Low Risk
361,C1041,Active,437.8,8.538461538461538,2.0,34.5,0,0,0,0,0,Low Risk
362,C1299,Active,374.12,5.294117647058823,2.0,36.35,0,0,0,0,0,Low Risk
363,C1237,Active,358.2,24.5,3.0,29.0,0,0,0,0,0,Low Risk
364,C1262,Active,342.28,16.11111111111111,3.0,38.233333333333334,0,0,0,0,0,Low Risk
365,C1266,Active,342.28,17.5,3.0,44.53333333333333,0,0,0,0,0,Low Risk
366,C1019,Active,326.36,16.555555555555557,2.0,28.05,0,0,0,0,0,Low Risk
367,C1178,Active,326.36,18.94736842105263,2.0,25.200000000000003,0,0,0,0,0,Low Risk
368,C1286,Active,326.36,7.2,1.0,1.7,0,0,0,0,0,Low Risk
369,C1061,Active,310.44,14.0,2.0,37.45,0,0,0,0,0,Low Risk
370,C1314,Active,310.44,13.666666666666666,2.0,23.799999999999997,0,0,0,0,0,Low Risk
371,C1376,Active,310.44,20.526315789473685,1.0,23.1,0,0,0,0,0,Low Risk
372,C1388,Active,310.44,10.789473684210526,1.0,42.7,0,0,0,0,0,Low Risk
373,C1101,Active,294.52,7.217391304347826,2.0,42.3,0,0,0,0,0,Low Risk
374,C1110,Active,294.52,11.666666666666666,1.0,11.2,0,0,0,0,0,Low Risk
375,C1136,Active,294.52,5.222222222222222,0.0,34.905,0,0,0,0,0,Low Risk
376,C1146,Active,294.52,5.5,2.0,30.5,0,0,0,0,0,Low Risk
377,C1171,Active,294.52,19.285714285714285,0.0,34.905,0,0,0,0,0,Low Risk
378,C1270,Active,294.52,16.285714285714285,3.0,30.23333333333333,0,0,0,0,0,Low Risk
379,C1271,Active,294.52,18.0,1.0,4.1,0,0,0,0,0,Low Risk
380,C1003,Active,278.6,11.6875,3.0,39.06666666666666,0,0,0,0,0,Low Risk
381,C1124,Active,278.6,5.4,1.0,4.9,0,0,0,0,0,Low Risk
382,C1163,Active,278.6,5.5625,3.0,27.666666666666668,0,0,0,0,0,Low Risk
383,C1223,Active,278.6,19.8,2.0,4.1,0,0,0,0,0,Low Risk
384,C1393,Active,278.6,22.333333333333332,3.0,36.0,0,0,0,0,0,Low Risk
385,C1394,Active,278.6,13.45,3.0,40.699999999999996,0,0,0,0,0,Low Risk
386,C1420,Active,278.6,5.454545454545454,3.0,22.433333333333334,0,0,0,0,0,Low Risk
387,C1147,Active,262.68,12.357142857142858,2.0,43.7,0,0,0,0,0,Low Risk
388,C1344,Active,262.68,19.235294117647058,2.0,32.8,0,0,0,0,0,Low Risk
389,C1357,Active,262.68,9.708333333333334,3.0,33.233333333333334,0,0,0,0,0,Low Risk
390,C1231,Active,246.76,15.384615384615385,2.0,27.2,0,0,0,0,0,Low Risk
391,C1413,Active,246.76,7.0625,3.0,32.06666666666667,0,0,0,0,0,Low Risk
392,C1213,Active,214.92,8.5,1.0,44.3,0,0,0,0,0,Low Risk
393,C1128,Active,88.2,20.3125,2.0,37.0,0,0,0,0,0,Low Risk
394,C1340,Active,88.2,16.7,2.0,24.950000000000003,0,0,0,0,0,Low Risk
395,C1283,Active,84.28,5.190476190476191,1.0,44.2,0,0,0,0,0,Low Risk
396,C1004,Active,80.36,8.2,0.0,34.905,0,0,0,0,0,Low Risk
397,C1047,Active,80.36,20.0,1.0,32.6,0,0,0,0,0,Low Risk
398,C1069,Active,80.36,15.411764705882353,2.0,9.05,0,0,0,0,0,Low Risk
399,C1130,Active,80.36,18.1,3.0,18.866666666666664,0,0,0,0,0,Low Risk
400,C1164,Active,80.36,17.0,3.0,30.333333333333332,0,0,0,0,0,Low Risk
401,C1268,Active,80.36,14.588235294117647,1.0,16.2,0,0,0,0,0,Low Risk
402,C1309,Active,80.36,7.956521739130435,3.0,25.96666666666667,0,0,0,0,0,Low Risk
403,C1057,Active,76.44,18.571428571428573,1.0,2.8,0,0,0,0,0,Low Risk
404,C1216,Active,76.44,5.470588235294118,3.0,40.9,0,0,0,0,0,Low Risk
405,C1326,Active,76.44,17.045454545454547,1.0,16.7,0,0,0,0,0,Low Risk
406,C1229,Active,72.52,7.454545454545454,2.0,42.0,0,0,0,0,0,Low Risk
407,C1343,Active,72.52,6.0,0.0,34.905,0,0,0,0,0,Low Risk
408,C1347,Active,72.52,18.571428571428573,0.0,34.905,0,0,0,0,0,Low Risk
409,C1014,Active,68.6,6.166666666666667,2.0,37.05,0,0,0,0,0,Low Risk
410,C1064,Active,68.6,8.8,1.0,22.1,0,0,0,0,0,Low Risk
411,C1092,Active,68.6,7.0,2.0,40.55,0,0,0,0,0,Low Risk
412,C1191,Active,68.6,18.923076923076923,2.0,23.549999999999997,0,0,0,0,0,Low Risk
413,C1382,Active,68.6,14.25,1.0,11.9,0,0,0,0,0,Low Risk
414,C1408,Active,68.6,7.666666666666667,3.0,32.83333333333333,0,0,0,0,0,Low Risk
415,C1243,Active,64.68,19.0,2.0,43.4,0,0,0,0,0,Low Risk
416,C1318,Active,64.68,8.125,2.0,27.4,0,0,0,0,0,Low Risk
417,C1392,Active,64.68,18.571428571428573,2.0,39.9,0,0,0,0,0,Low Risk
418,C1042,Active,60.76,15.55,3.0,23.7,0,0,0,0,0,Low Risk
419,C1168,Active,56.84,21.2,2.0,7.55,0,0,0,0,0,Low Risk
420,C1368,Active,52.92,14.75,3.0,20.46666666666667,0,0,0,0,0,Low Risk
